image_path,split,label,weight_grams
"data\train\PET_Bottle\PET1,564.jpg",train,0,17.39
"data\train\PET_Bottle\PET1,566.jpg",train,0,20.7
"data\train\PET_Bottle\PET1,568.jpg",train,0,22.04
"data\train\PET_Bottle\PET1,569.jpg",train,0,17.7
"data\train\PET_Bottle\PET1,570.jpg",train,0,19.35
"data\train\PET_Bottle\PET1,571.jpg",train,0,19.63
"data\train\PET_Bottle\PET1,573.jpg",train,0,16.8
"data\train\PET_Bottle\PET1,574.jpg",train,0,21.14
"data\train\PET_Bottle\PET1,575.jpg",train,0,23.84
"data\train\PET_Bottle\PET1,576.jpg",train,0,18.81
"data\train\PET_Bottle\PET1,577.jpg",train,0,15.25
"data\train\PET_Bottle\PET1,578.jpg",train,0,15.56
"data\train\PET_Bottle\PET1,579.jpg",train,0,19.09
"data\train\PET_Bottle\PET1,581.jpg",train,0,21.17
"data\train\PET_Bottle\PET1,582.jpg",train,0,23.74
"data\train\PET_Bottle\PET1,584.jpg",train,0,23.25
"data\train\PET_Bottle\PET1,585.jpg",train,0,16.69
"data\train\PET_Bottle\PET1,587.jpg",train,0,15.04
"data\train\PET_Bottle\PET1,588.jpg",train,0,22.41
"data\train\PET_Bottle\PET1,589.jpg",train,0,18.5
"data\train\PET_Bottle\PET1,590.jpg",train,0,18.55
"data\train\PET_Bottle\PET1,591.jpg",train,0,17.87
"data\train\PET_Bottle\PET1,592.jpg",train,0,18.56
"data\train\PET_Bottle\PET1,593.jpg",train,0,21.59
"data\train\PET_Bottle\PET1,596.jpg",train,0,21.51
"data\train\PET_Bottle\PET1,597.jpg",train,0,16.78
"data\train\PET_Bottle\PET1,598.jpg",train,0,21.05
"data\train\PET_Bottle\PET1,599.jpg",train,0,19.98
"data\train\PET_Bottle\PET1,600.jpg",train,0,23.99
"data\train\PET_Bottle\PET1,601.jpg",train,0,20.65
"data\train\PET_Bottle\PET1,602.jpg",train,0,23.35
"data\train\PET_Bottle\PET1,603.jpg",train,0,15.88
"data\train\PET_Bottle\PET1,604.jpg",train,0,17.58
"data\train\PET_Bottle\PET1,607.jpg",train,0,20.34
"data\train\PET_Bottle\PET1,608.jpg",train,0,24.57
"data\train\PET_Bottle\PET1,609.jpg",train,0,23.28
"data\train\PET_Bottle\PET1,610.jpg",train,0,23.97
"data\train\PET_Bottle\PET1,611.jpg",train,0,16.87
"data\train\PET_Bottle\PET1,613.jpg",train,0,15.81
"data\train\PET_Bottle\PET1,614.jpg",train,0,20.03
"data\train\PET_Bottle\PET1,615.jpg",train,0,15.64
"data\train\PET_Bottle\PET1,616.jpg",train,0,17.62
"data\train\PET_Bottle\PET1,617.jpg",train,0,20.95
"data\train\PET_Bottle\PET1,618.jpg",train,0,16.59
"data\train\PET_Bottle\PET1,620.jpg",train,0,15.2
"data\train\PET_Bottle\PET1,621.jpg",train,0,20.98
"data\train\PET_Bottle\PET1,623.jpg",train,0,17.32
"data\train\PET_Bottle\PET1,624.jpg",train,0,17.16
"data\train\PET_Bottle\PET1,625.jpg",train,0,19.33
"data\train\PET_Bottle\PET1,626.jpg",train,0,15.45
"data\train\PET_Bottle\PET1,627.jpg",train,0,20.27
"data\train\PET_Bottle\PET1,628.jpg",train,0,17.44
"data\train\PET_Bottle\PET1,632.jpg",train,0,17.61
"data\train\PET_Bottle\PET1,634.jpg",train,0,16.9
"data\train\PET_Bottle\PET1,635.jpg",train,0,22.99
"data\train\PET_Bottle\PET1,636.jpg",train,0,15.24
"data\train\PET_Bottle\PET1,637.jpg",train,0,19.69
"data\train\PET_Bottle\PET1,638.jpg",train,0,24.16
"data\train\PET_Bottle\PET1,639.jpg",train,0,15.94
"data\train\PET_Bottle\PET1,641.jpg",train,0,16.29
"data\train\PET_Bottle\PET1,642.jpg",train,0,21.74
"data\train\PET_Bottle\PET1,644.jpg",train,0,22.55
"data\train\PET_Bottle\PET1,646.jpg",train,0,22.54
"data\train\PET_Bottle\PET1,647.jpg",train,0,15.09
"data\train\PET_Bottle\PET1,648.jpg",train,0,15.0
"data\train\PET_Bottle\PET1,649.jpg",train,0,23.85
"data\train\PET_Bottle\PET1,650.jpg",train,0,23.34
"data\train\PET_Bottle\PET1,651.jpg",train,0,24.26
"data\train\PET_Bottle\PET1,652.jpg",train,0,16.82
"data\train\PET_Bottle\PET1,653.jpg",train,0,17.23
"data\train\PET_Bottle\PET1,654.jpg",train,0,20.73
"data\train\PET_Bottle\PET1,655.jpg",train,0,15.49
"data\train\PET_Bottle\PET1,656.jpg",train,0,20.48
"data\train\PET_Bottle\PET1,657.jpg",train,0,21.13
"data\train\PET_Bottle\PET1,658.jpg",train,0,22.29
"data\train\PET_Bottle\PET1,659.jpg",train,0,16.48
"data\train\PET_Bottle\PET1,660.jpg",train,0,15.14
"data\train\PET_Bottle\PET1,662.jpg",train,0,21.31
"data\train\PET_Bottle\PET1,663.jpg",train,0,20.86
"data\train\PET_Bottle\PET1,666.jpg",train,0,16.65
"data\train\PET_Bottle\PET1,667.jpg",train,0,19.34
"data\train\PET_Bottle\PET1,668.jpg",train,0,15.84
"data\train\PET_Bottle\PET1,669.jpg",train,0,19.71
"data\train\PET_Bottle\PET1,671.jpg",train,0,23.23
"data\train\PET_Bottle\PET1,672.jpg",train,0,24.43
"data\train\PET_Bottle\PET1,673.jpg",train,0,17.4
"data\train\PET_Bottle\PET1,674.jpg",train,0,21.42
"data\train\PET_Bottle\PET1,675.jpg",train,0,18.98
"data\train\PET_Bottle\PET1,677.jpg",train,0,15.83
"data\train\PET_Bottle\PET1,678.jpg",train,0,23.71
"data\train\PET_Bottle\PET1,679.jpg",train,0,22.87
"data\train\PET_Bottle\PET1,680.jpg",train,0,16.71
"data\train\PET_Bottle\PET1,681.jpg",train,0,16.62
"data\train\PET_Bottle\PET1,682.jpg",train,0,20.36
"data\train\PET_Bottle\PET1,683.jpg",train,0,19.32
"data\train\PET_Bottle\PET1,684.jpg",train,0,20.7
"data\train\PET_Bottle\PET1,685.jpg",train,0,16.9
"data\train\PET_Bottle\PET1,686.jpg",train,0,19.21
"data\train\PET_Bottle\PET1,687.jpg",train,0,15.99
"data\train\PET_Bottle\PET1,688.jpg",train,0,21.86
"data\train\PET_Bottle\PET1,689.jpg",train,0,17.39
"data\train\PET_Bottle\PET1,690.jpg",train,0,15.75
"data\train\PET_Bottle\PET1,691.jpg",train,0,23.52
"data\train\PET_Bottle\PET1,692.jpg",train,0,16.64
"data\train\PET_Bottle\PET1,693.jpg",train,0,18.31
"data\train\PET_Bottle\PET1,694.jpg",train,0,22.93
"data\train\PET_Bottle\PET1,695.jpg",train,0,16.36
"data\train\PET_Bottle\PET1,696.jpg",train,0,17.89
"data\train\PET_Bottle\PET1,697.jpg",train,0,22.28
"data\train\PET_Bottle\PET1,698.jpg",train,0,19.02
"data\train\PET_Bottle\PET1,699.jpg",train,0,15.44
"data\train\PET_Bottle\PET1,701.jpg",train,0,24.6
"data\train\PET_Bottle\PET1,703.jpg",train,0,15.93
"data\train\PET_Bottle\PET1,704.jpg",train,0,15.33
"data\train\PET_Bottle\PET1,705.jpg",train,0,21.54
"data\train\PET_Bottle\PET1,708.jpg",train,0,24.07
"data\train\PET_Bottle\PET1,709.jpg",train,0,24.01
"data\train\PET_Bottle\PET1,710.jpg",train,0,22.0
"data\train\PET_Bottle\PET1,711.jpg",train,0,18.24
"data\train\PET_Bottle\PET1,713.jpg",train,0,23.48
"data\train\PET_Bottle\PET1,714.jpg",train,0,21.37
"data\train\PET_Bottle\PET1,715.jpg",train,0,23.85
"data\train\PET_Bottle\PET1,716.jpg",train,0,18.58
"data\train\PET_Bottle\PET1,717.jpg",train,0,16.81
"data\train\PET_Bottle\PET1,720.jpg",train,0,23.38
"data\train\PET_Bottle\PET1,723.jpg",train,0,22.72
"data\train\PET_Bottle\PET1,724.jpg",train,0,20.01
"data\train\PET_Bottle\PET1,725.jpg",train,0,24.9
"data\train\PET_Bottle\PET1,726.jpg",train,0,16.34
"data\train\PET_Bottle\PET1,727.jpg",train,0,18.93
"data\train\PET_Bottle\PET1,728.jpg",train,0,23.5
"data\train\PET_Bottle\PET1,729.jpg",train,0,17.77
"data\train\PET_Bottle\PET1,730.jpg",train,0,23.01
"data\train\PET_Bottle\PET1,731.jpg",train,0,19.35
"data\train\PET_Bottle\PET1,732.jpg",train,0,20.31
"data\train\PET_Bottle\PET1,733.jpg",train,0,15.52
"data\train\PET_Bottle\PET1,736.jpg",train,0,20.47
"data\train\PET_Bottle\PET1,737.jpg",train,0,22.03
"data\train\PET_Bottle\PET1,738.jpg",train,0,20.2
"data\train\PET_Bottle\PET1,740.jpg",train,0,22.54
"data\train\PET_Bottle\PET1,741.jpg",train,0,18.8
"data\train\PET_Bottle\PET1,742.jpg",train,0,24.79
"data\train\PET_Bottle\PET1,743.jpg",train,0,20.73
"data\train\PET_Bottle\PET1,744.jpg",train,0,16.7
"data\train\PET_Bottle\PET1,745.jpg",train,0,20.52
"data\train\PET_Bottle\PET1,746.jpg",train,0,19.84
"data\train\PET_Bottle\PET1,747.jpg",train,0,20.16
"data\train\PET_Bottle\PET1,748.jpg",train,0,19.36
"data\train\PET_Bottle\PET1,749.jpg",train,0,15.63
"data\train\PET_Bottle\PET1,750.jpg",train,0,19.91
"data\train\PET_Bottle\PET1,752.jpg",train,0,21.46
"data\train\PET_Bottle\PET1,753.jpg",train,0,17.77
"data\train\PET_Bottle\PET1,754.jpg",train,0,21.64
"data\train\PET_Bottle\PET1,755.jpg",train,0,17.07
"data\train\PET_Bottle\PET1,756.jpg",train,0,19.06
"data\train\PET_Bottle\PET1,758.jpg",train,0,18.96
"data\train\PET_Bottle\PET1,759.jpg",train,0,24.81
"data\train\PET_Bottle\PET1,761.jpg",train,0,15.38
"data\train\PET_Bottle\PET1,763.jpg",train,0,20.23
"data\train\PET_Bottle\PET1,764.jpg",train,0,18.36
"data\train\PET_Bottle\PET1,765.jpg",train,0,23.93
"data\train\PET_Bottle\PET1,766.jpg",train,0,18.52
"data\train\PET_Bottle\PET1,767.jpg",train,0,19.78
"data\train\PET_Bottle\PET1,768.jpg",train,0,21.98
"data\train\PET_Bottle\PET1,769.jpg",train,0,21.61
"data\train\PET_Bottle\PET1,770.jpg",train,0,19.58
"data\train\PET_Bottle\PET1,771.jpg",train,0,15.92
"data\train\PET_Bottle\PET1,773.jpg",train,0,20.28
"data\train\PET_Bottle\PET1,774.jpg",train,0,17.83
"data\train\PET_Bottle\PET1,775.jpg",train,0,16.09
"data\train\PET_Bottle\PET1,778.jpg",train,0,22.89
"data\train\PET_Bottle\PET1,781.jpg",train,0,20.73
"data\train\PET_Bottle\PET1,782.jpg",train,0,21.83
"data\train\PET_Bottle\PET1,783.jpg",train,0,17.72
"data\train\PET_Bottle\PET1,785.jpg",train,0,21.0
data\train\PET_Bottle\PET278.jpg,train,0,22.08
data\train\PET_Bottle\PET279.jpg,train,0,17.64
data\train\PET_Bottle\PET281.jpg,train,0,20.71
data\train\PET_Bottle\PET282.jpg,train,0,22.99
data\train\PET_Bottle\PET283.jpg,train,0,19.13
data\train\PET_Bottle\PET284.jpg,train,0,16.0
data\train\PET_Bottle\PET285.jpg,train,0,16.05
data\train\PET_Bottle\PET287.jpg,train,0,18.71
data\train\PET_Bottle\PET288.jpg,train,0,17.72
data\train\PET_Bottle\PET289.jpg,train,0,17.11
data\train\PET_Bottle\PET290.jpg,train,0,17.85
data\train\PET_Bottle\PET291.jpg,train,0,23.4
data\train\PET_Bottle\PET293.jpg,train,0,22.44
data\train\PET_Bottle\PET294.jpg,train,0,17.52
data\train\PET_Bottle\PET295.jpg,train,0,22.47
data\train\PET_Bottle\PET296.jpg,train,0,19.09
data\train\PET_Bottle\PET297.jpg,train,0,24.65
data\train\PET_Bottle\PET298.jpg,train,0,22.43
data\train\PET_Bottle\PET299.jpg,train,0,21.83
data\train\PET_Bottle\PET301.jpg,train,0,23.61
data\train\PET_Bottle\PET302.jpg,train,0,21.86
data\train\PET_Bottle\PET304.jpg,train,0,24.41
data\train\PET_Bottle\PET307.jpg,train,0,15.07
data\train\PET_Bottle\PET309.jpg,train,0,18.54
data\train\PET_Bottle\PET310.jpg,train,0,20.48
data\train\PET_Bottle\PET311.jpg,train,0,15.74
data\train\PET_Bottle\PET312.jpg,train,0,18.34
data\train\PET_Bottle\PET313.jpg,train,0,22.59
data\train\PET_Bottle\PET314.jpg,train,0,16.67
data\train\PET_Bottle\PET315.jpg,train,0,18.32
data\train\PET_Bottle\PET316.jpg,train,0,19.14
data\train\PET_Bottle\PET317.jpg,train,0,18.93
data\train\PET_Bottle\PET319.jpg,train,0,20.99
data\train\PET_Bottle\PET320.jpg,train,0,21.75
data\train\PET_Bottle\PET322.jpg,train,0,20.86
data\train\PET_Bottle\PET323.jpg,train,0,24.72
data\train\PET_Bottle\PET324.jpg,train,0,19.9
data\train\PET_Bottle\PET325.jpg,train,0,20.64
data\train\PET_Bottle\PET326.jpg,train,0,18.29
data\train\PET_Bottle\PET328.jpg,train,0,22.37
data\train\PET_Bottle\PET330.jpg,train,0,21.64
data\train\PET_Bottle\PET332.jpg,train,0,21.96
data\train\PET_Bottle\PET334.jpg,train,0,24.52
data\train\PET_Bottle\PET335.jpg,train,0,23.99
data\train\PET_Bottle\PET336.jpg,train,0,18.99
data\train\PET_Bottle\PET337.jpg,train,0,18.0
data\train\PET_Bottle\PET338.jpg,train,0,20.72
data\train\PET_Bottle\PET339.jpg,train,0,19.6
data\train\PET_Bottle\PET340.jpg,train,0,22.29
data\train\PET_Bottle\PET341.jpg,train,0,20.09
data\train\PET_Bottle\PET342.jpg,train,0,22.15
data\train\PET_Bottle\PET344.jpg,train,0,21.95
data\train\PET_Bottle\PET345.jpg,train,0,21.17
data\train\PET_Bottle\PET347.jpg,train,0,20.16
data\train\PET_Bottle\PET349.jpg,train,0,19.24
data\train\PET_Bottle\PET350.jpg,train,0,22.82
data\train\PET_Bottle\PET351.jpg,train,0,15.49
data\train\PET_Bottle\PET352.jpg,train,0,22.92
data\train\PET_Bottle\PET353.jpg,train,0,24.76
data\train\PET_Bottle\PET354.jpg,train,0,21.83
data\train\PET_Bottle\PET355.jpg,train,0,16.91
data\train\PET_Bottle\PET356.jpg,train,0,17.16
data\train\PET_Bottle\PET357.jpg,train,0,19.8
data\train\PET_Bottle\PET358.jpg,train,0,17.93
data\train\PET_Bottle\PET359.jpg,train,0,19.9
data\train\PET_Bottle\PET360.jpg,train,0,19.61
data\train\PET_Bottle\PET361.jpg,train,0,22.92
data\train\PET_Bottle\PET362.jpg,train,0,15.59
data\train\PET_Bottle\PET363.jpg,train,0,19.05
data\train\PET_Bottle\PET364.jpg,train,0,19.3
data\train\PET_Bottle\PET366.jpg,train,0,23.9
data\train\PET_Bottle\PET367.jpg,train,0,18.93
data\train\PET_Bottle\PET368.jpg,train,0,21.78
data\train\PET_Bottle\PET369.jpg,train,0,23.51
data\train\PET_Bottle\PET370.jpg,train,0,19.83
data\train\PET_Bottle\PET371.jpg,train,0,16.19
data\train\PET_Bottle\PET372.jpg,train,0,23.69
data\train\PET_Bottle\PET373.jpg,train,0,16.0
data\train\PET_Bottle\PET374.jpg,train,0,18.42
data\train\PET_Bottle\PET375.jpg,train,0,24.06
data\train\PET_Bottle\PET376.jpg,train,0,24.01
data\train\PET_Bottle\PET377.jpg,train,0,17.31
data\train\PET_Bottle\PET380.jpg,train,0,23.8
data\train\PET_Bottle\PET382.jpg,train,0,21.44
data\train\PET_Bottle\PET383.jpg,train,0,20.05
data\train\PET_Bottle\PET384.jpg,train,0,22.21
data\train\PET_Bottle\PET385.jpg,train,0,21.52
data\train\PET_Bottle\PET388.jpg,train,0,15.04
data\train\PET_Bottle\PET389.jpg,train,0,20.67
data\train\PET_Bottle\PET390.jpg,train,0,21.09
data\train\PET_Bottle\PET391.jpg,train,0,21.07
data\train\PET_Bottle\PET394.jpg,train,0,18.66
data\train\PET_Bottle\PET397.jpg,train,0,24.07
data\train\PET_Bottle\PET398.jpg,train,0,21.64
data\train\PET_Bottle\PET399.jpg,train,0,15.78
data\train\PET_Bottle\PET400.jpg,train,0,22.16
data\train\PET_Bottle\PET401.jpg,train,0,20.56
data\train\PET_Bottle\PET402.jpg,train,0,16.26
data\train\PET_Bottle\PET404.jpg,train,0,16.56
data\train\PET_Bottle\PET405.jpg,train,0,20.86
data\train\PET_Bottle\PET407.jpg,train,0,16.62
data\train\PET_Bottle\PET408.jpg,train,0,19.45
data\train\PET_Bottle\PET409.jpg,train,0,17.44
data\train\PET_Bottle\PET410.jpg,train,0,15.18
data\train\PET_Bottle\PET411.jpg,train,0,24.02
data\train\PET_Bottle\PET412.jpg,train,0,15.58
data\train\PET_Bottle\PET414.jpg,train,0,19.83
data\train\PET_Bottle\PET415.jpg,train,0,15.05
data\train\PET_Bottle\PET416.jpg,train,0,19.47
data\train\PET_Bottle\PET417.jpg,train,0,16.86
data\train\PET_Bottle\PET418.jpg,train,0,16.0
data\train\PET_Bottle\PET421.jpg,train,0,18.47
data\train\PET_Bottle\PET422.jpg,train,0,24.85
data\train\PET_Bottle\PET423.jpg,train,0,22.49
data\train\PET_Bottle\PET425.jpg,train,0,15.96
data\train\PET_Bottle\PET426.jpg,train,0,20.18
data\train\PET_Bottle\PET428.jpg,train,0,17.97
data\train\PET_Bottle\PET429.jpg,train,0,23.25
data\train\PET_Bottle\PET430.jpg,train,0,17.43
data\train\PET_Bottle\PET431.jpg,train,0,22.36
data\train\PET_Bottle\PET432.jpg,train,0,21.52
data\train\PET_Bottle\PET433.jpg,train,0,20.73
data\train\PET_Bottle\PET434.jpg,train,0,17.98
data\train\PET_Bottle\PET437.jpg,train,0,19.53
data\train\PET_Bottle\PET438.jpg,train,0,15.2
data\train\PET_Bottle\PET439.jpg,train,0,19.63
data\train\PET_Bottle\PET440.jpg,train,0,18.51
data\train\PET_Bottle\PET442.jpg,train,0,18.14
data\train\PET_Bottle\PET443.jpg,train,0,20.84
data\train\PET_Bottle\PET444.jpg,train,0,24.35
data\train\PET_Bottle\PET445.jpg,train,0,23.9
data\train\PET_Bottle\PET446.jpg,train,0,20.91
data\train\PET_Bottle\PET449.jpg,train,0,15.02
data\train\PET_Bottle\PET450.jpg,train,0,22.39
data\train\PET_Bottle\PET452.jpg,train,0,24.41
data\train\PET_Bottle\PET453.jpg,train,0,20.68
data\train\PET_Bottle\PET454.jpg,train,0,16.25
data\train\PET_Bottle\PET456.jpg,train,0,18.87
data\train\PET_Bottle\PET457.jpg,train,0,22.78
data\train\PET_Bottle\PET458.jpg,train,0,23.67
data\train\PET_Bottle\PET460.jpg,train,0,20.34
data\train\PET_Bottle\PET462.jpg,train,0,22.63
data\train\PET_Bottle\PET463.jpg,train,0,23.32
data\train\PET_Bottle\PET465.jpg,train,0,21.91
data\train\PET_Bottle\PET466.jpg,train,0,16.63
data\train\PET_Bottle\PET467.jpg,train,0,18.05
data\train\PET_Bottle\PET468.jpg,train,0,18.22
data\train\PET_Bottle\PET469.jpg,train,0,24.11
data\train\PET_Bottle\PET470.jpg,train,0,21.68
data\train\PET_Bottle\PET472.jpg,train,0,20.66
data\train\PET_Bottle\PET474.jpg,train,0,19.52
data\train\PET_Bottle\PET475.jpg,train,0,22.02
data\train\PET_Bottle\PET476.jpg,train,0,20.25
data\train\PET_Bottle\PET477.jpg,train,0,15.91
data\train\PET_Bottle\PET479.jpg,train,0,22.91
data\train\PET_Bottle\PET480.jpg,train,0,19.53
data\train\PET_Bottle\PET481.jpg,train,0,20.88
data\train\PET_Bottle\PET482.jpg,train,0,24.06
data\train\PET_Bottle\PET484.jpg,train,0,20.49
data\train\PET_Bottle\PET486.jpg,train,0,17.3
data\train\PET_Bottle\PET487.jpg,train,0,23.7
data\train\PET_Bottle\PET488.jpg,train,0,16.93
data\train\PET_Bottle\PET489.jpg,train,0,23.47
data\train\PET_Bottle\PET490.jpg,train,0,15.99
data\train\PET_Bottle\PET492.jpg,train,0,24.87
data\train\PET_Bottle\PET493.jpg,train,0,17.5
data\train\PET_Bottle\PET494.jpg,train,0,15.66
data\train\PET_Bottle\PET495.jpg,train,0,18.39
data\train\PET_Bottle\PET496.jpg,train,0,21.66
data\train\PET_Bottle\PET497.jpg,train,0,20.81
data\train\PET_Bottle\PET500.jpg,train,0,23.27
data\train\PET_Bottle\PET501.jpg,train,0,16.65
data\train\PET_Bottle\PET502.jpg,train,0,18.58
data\train\PET_Bottle\PET504.jpg,train,0,20.55
data\train\PET_Bottle\PET505.jpg,train,0,20.8
data\train\PET_Bottle\PET507.jpg,train,0,24.61
data\train\PET_Bottle\PET509.jpg,train,0,16.69
data\train\PET_Bottle\PET510.jpg,train,0,24.75
data\train\PET_Bottle\PET511.jpg,train,0,20.07
data\train\PET_Bottle\PET512.jpg,train,0,18.81
data\train\PET_Bottle\PET513.jpg,train,0,23.72
data\train\PET_Bottle\PET514.jpg,train,0,18.18
data\train\PET_Bottle\PET515.jpg,train,0,17.31
data\train\PET_Bottle\PET517.jpg,train,0,17.98
data\train\PET_Bottle\PET518.jpg,train,0,24.7
data\train\PET_Bottle\PET519.jpg,train,0,23.6
data\train\PET_Bottle\PET520.jpg,train,0,16.85
data\train\PET_Bottle\PET521.jpg,train,0,22.61
data\train\PET_Bottle\PET522.jpg,train,0,22.15
data\train\PET_Bottle\PET523.jpg,train,0,22.92
data\train\PET_Bottle\PET525.jpg,train,0,20.46
data\train\PET_Bottle\PET526.jpg,train,0,16.21
data\train\PET_Bottle\PET527.jpg,train,0,16.55
data\train\PET_Bottle\PET530.jpg,train,0,15.19
data\train\PET_Bottle\PET531.jpg,train,0,23.44
data\train\PET_Bottle\PET532.jpg,train,0,18.05
data\train\PET_Bottle\PET533.jpg,train,0,24.65
data\train\PET_Bottle\PET534.jpg,train,0,23.87
data\train\PET_Bottle\PET535.jpg,train,0,16.25
data\train\PET_Bottle\PET536.jpg,train,0,17.69
data\train\PET_Bottle\PET537.jpg,train,0,21.71
data\train\PET_Bottle\PET538.jpg,train,0,23.11
data\train\PET_Bottle\PET540.jpg,train,0,20.97
data\train\PET_Bottle\PET541.jpg,train,0,17.75
data\train\PET_Bottle\PET542.jpg,train,0,16.1
data\train\PET_Bottle\PET543.jpg,train,0,15.44
data\train\PET_Bottle\PET544.jpg,train,0,19.05
data\train\PET_Bottle\PET545.jpg,train,0,23.14
data\train\PET_Bottle\PET546.jpg,train,0,23.05
data\train\PET_Bottle\PET547.jpg,train,0,22.95
data\train\PET_Bottle\PET549.jpg,train,0,22.21
data\train\PET_Bottle\PET551.jpg,train,0,17.64
data\train\PET_Bottle\PET552.jpg,train,0,16.66
data\train\PET_Bottle\PET553.jpg,train,0,18.38
data\train\PET_Bottle\PET554.jpg,train,0,20.18
data\train\PET_Bottle\PET555.jpg,train,0,23.79
data\train\PET_Bottle\PET556.jpg,train,0,16.01
data\train\PET_Bottle\PET557.jpg,train,0,24.81
data\train\PET_Bottle\PET558.jpg,train,0,21.33
data\train\PET_Bottle\PET559.jpg,train,0,16.99
data\train\PET_Bottle\PET560.jpg,train,0,22.66
data\train\PET_Bottle\PET561.jpg,train,0,24.15
data\train\PET_Bottle\PET562.jpg,train,0,22.83
data\train\PET_Bottle\PET564.jpg,train,0,17.87
data\train\PET_Bottle\PET565.jpg,train,0,20.89
data\train\PET_Bottle\PET566.jpg,train,0,18.83
data\train\PET_Bottle\PET567.jpg,train,0,23.95
data\train\PET_Bottle\PET568.jpg,train,0,21.52
data\train\PET_Bottle\PET569.jpg,train,0,15.16
data\train\PET_Bottle\PET570.jpg,train,0,17.98
data\train\PET_Bottle\PET571.jpg,train,0,15.96
data\train\PET_Bottle\PET572.jpg,train,0,23.48
data\train\PET_Bottle\PET573.jpg,train,0,21.53
data\train\PET_Bottle\PET574.jpg,train,0,17.81
data\train\PET_Bottle\PET578.jpg,train,0,15.08
data\train\PET_Bottle\PET579.jpg,train,0,20.98
data\train\PET_Bottle\PET580.jpg,train,0,16.12
data\train\PET_Bottle\PET581.jpg,train,0,15.25
data\train\PET_Bottle\PET582.jpg,train,0,15.65
data\train\PET_Bottle\PET583.jpg,train,0,22.87
data\train\PET_Bottle\PET584.jpg,train,0,24.74
data\train\PET_Bottle\PET586.jpg,train,0,19.04
data\train\PET_Bottle\PET587.jpg,train,0,19.83
data\train\PET_Bottle\PET588.jpg,train,0,21.94
data\train\PET_Bottle\PET589.jpg,train,0,15.39
data\train\PET_Bottle\PET590.jpg,train,0,21.71
data\train\PET_Bottle\PET591.jpg,train,0,15.72
data\train\PET_Bottle\PET592.jpg,train,0,20.32
data\train\PET_Bottle\PET593.jpg,train,0,21.85
data\train\PET_Bottle\PET594.jpg,train,0,16.62
data\train\PET_Bottle\PET596.jpg,train,0,24.91
data\train\PET_Bottle\PET597.jpg,train,0,15.27
data\train\PET_Bottle\PET599.jpg,train,0,23.5
data\train\PET_Bottle\PET601.jpg,train,0,16.54
data\train\PET_Bottle\PET602.jpg,train,0,24.1
data\train\PET_Bottle\PET603.jpg,train,0,21.14
data\train\PET_Bottle\PET604.jpg,train,0,15.51
data\train\PET_Bottle\PET607.jpg,train,0,24.7
data\train\PET_Bottle\PET609.jpg,train,0,21.53
data\train\PET_Bottle\PET610.jpg,train,0,17.39
data\train\PET_Bottle\PET611.jpg,train,0,21.16
data\train\PET_Bottle\PET612.jpg,train,0,20.45
data\train\PET_Bottle\PET614.jpg,train,0,18.42
data\train\PET_Bottle\PET615.jpg,train,0,16.39
data\train\PET_Bottle\PET616.jpg,train,0,18.01
data\train\PET_Bottle\PET618.jpg,train,0,23.74
data\train\PET_Bottle\PET619.jpg,train,0,18.44
data\train\PET_Bottle\PET620.jpg,train,0,22.05
data\train\PET_Bottle\PET621.jpg,train,0,23.31
data\train\PET_Bottle\PET623.jpg,train,0,19.19
data\train\PET_Bottle\PET624.jpg,train,0,21.13
data\train\PET_Bottle\PET625.jpg,train,0,23.88
data\train\PET_Bottle\PET626.jpg,train,0,15.02
data\train\PET_Bottle\PET627.jpg,train,0,17.57
data\train\PET_Bottle\PET628.jpg,train,0,17.09
data\train\PET_Bottle\PET629.jpg,train,0,17.94
data\train\PET_Bottle\PET631.jpg,train,0,20.72
data\train\PET_Bottle\PET632.jpg,train,0,18.07
data\train\PET_Bottle\PET633.jpg,train,0,16.76
data\train\PET_Bottle\PET634.jpg,train,0,17.85
data\train\PET_Bottle\PET635.jpg,train,0,20.35
data\train\PET_Bottle\PET637.jpg,train,0,21.42
data\train\PET_Bottle\PET638.jpg,train,0,15.41
data\train\PET_Bottle\PET639.jpg,train,0,19.82
data\train\PET_Bottle\PET642.jpg,train,0,21.41
data\train\PET_Bottle\PET643.jpg,train,0,16.56
data\train\PET_Bottle\PET644.jpg,train,0,23.63
data\train\PET_Bottle\PET645.jpg,train,0,16.1
data\train\PET_Bottle\PET646.jpg,train,0,16.63
data\train\PET_Bottle\PET647.jpg,train,0,22.45
data\train\PET_Bottle\PET648.jpg,train,0,19.89
data\train\PET_Bottle\PET649.jpg,train,0,20.98
data\train\PET_Bottle\PET651.jpg,train,0,21.15
data\train\PET_Bottle\PET652.jpg,train,0,22.48
data\train\PET_Bottle\PET654.jpg,train,0,20.6
data\train\PET_Bottle\PET655.jpg,train,0,18.17
data\train\PET_Bottle\PET657.jpg,train,0,20.52
data\train\PET_Bottle\PET658.jpg,train,0,20.06
data\train\PET_Bottle\PET659.jpg,train,0,23.62
data\train\PET_Bottle\PET660.jpg,train,0,22.52
data\train\PET_Bottle\PET661.jpg,train,0,19.06
data\train\PET_Bottle\PET662.jpg,train,0,18.14
data\train\PET_Bottle\PET664.jpg,train,0,17.26
data\train\PET_Bottle\PET666.jpg,train,0,15.69
data\train\PET_Bottle\PET667.jpg,train,0,17.4
